titulo,fecha,hora,resumen,contenido,categoria,autor,tags,url,fecha_extraccion,imagenes,fuente,created_at,caracteres_contenido,palabras_contenido
Portada - Puno Noticias,,,"Puno



				Suspenden atención en diversas áreas del Hospital Carlos Monge Medrano debido a la falta de agua potable			




			8 julio, 2025","Puno



				Suspenden atención en diversas áreas del Hospital Carlos Monge Medrano debido a la falta de agua potable			




			8 julio, 2025",,,,https://punonoticias.pe/page/4/,2025-09-17 12:54:12,"https://punonoticias.pe/wp-content/uploads/2025/07/518182513_1249119103675813_5791256136853123699_n-768x430.jpg, https://punonoticias.pe/wp-content/uploads/2025/07/Hospital-Carlos-Monge-Medrano-Juliaca-768x435.jpg",Puno Noticias,2025-09-17 12:54:12,140,21
Portada - Puno Noticias,,,"Puno



				Suspenden atención en diversas áreas del Hospital Carlos Monge Medrano debido a la falta de agua potable			




			8 julio, 2025","Puno



				Suspenden atención en diversas áreas del Hospital Carlos Monge Medrano debido a la falta de agua potable			




			8 julio, 2025",,,,https://punonoticias.pe/page/2/,2025-09-17 12:54:14,"https://punonoticias.pe/wp-content/uploads/2025/07/518182513_1249119103675813_5791256136853123699_n-768x430.jpg, https://punonoticias.pe/wp-content/uploads/2025/07/Hospital-Carlos-Monge-Medrano-Juliaca-768x435.jpg",Puno Noticias,2025-09-17 12:54:14,140,21
Operativo inopinado en la frontera Perú – Bolivia para prevenir la caza furtiva de vicuñas,,,"Denuncian presunto caso de feminicidio en Juliaca tras la muerte de Jessica Merma Ventura			




			5 noviembre, 2024","Denuncian presunto caso de feminicidio en Juliaca tras la muerte de Jessica Merma Ventura			




			5 noviembre, 2024",,,,https://punonoticias.pe/operativo-prevencion-caza-furtiva-vicunas-peru-bolivia/,2025-09-17 12:54:16,"https://punonoticias.pe/wp-content/uploads/2024/11/465750883_1069380541649671_6891369543644089423_n-300x226.jpg, https://punonoticias.pe/wp-content/uploads/2024/11/465768280_18469368790053488_6711065373174417287_n-300x200.jpg",Puno Noticias,2025-09-17 12:54:16,117,17
Evo Morales es citado a declarar por presunto caso de “trata de menores” y “estupro”,,,"Campaña de sensibilización ambiental en Puno busca proteger la Bahía y el Lago Titicaca en escuelas			




			28 agosto, 2024","Campaña de sensibilización ambiental en Puno busca proteger la Bahía y el Lago Titicaca en escuelas			




			28 agosto, 2024",,,,https://punonoticias.pe/evo-morales-trata-menores-declaracion/,2025-09-17 12:54:18,"https://punonoticias.pe/wp-content/uploads/2024/08/457386099_834061258878885_2313299313431298920_n-300x200.jpg, https://punonoticias.pe/wp-content/uploads/2025/07/Alianza-Lima-240x300.jpeg",Puno Noticias,2025-09-17 12:54:18,125,19
Candidato al Colegio de Ingenieros de Puno promete fiscalizar gestiones anteriores y mejorar la participación técnica en la región,,,"Cascos azules permanecerán en la frontera entre Líbano e Israel pese a los ataques			




			12 octubre, 2024","Cascos azules permanecerán en la frontera entre Líbano e Israel pese a los ataques			




			12 octubre, 2024",,,,https://punonoticias.pe/candidato-colegio-ingenieros-puno-fiscalizacion/,2025-09-17 12:54:20,"https://punonoticias.pe/wp-content/uploads/2024/10/cascos-azules-300x171.jpg, https://punonoticias.pe/wp-content/uploads/2024/11/462743655_1092953788859945_119915264087360954_n-300x200.jpg",Puno Noticias,2025-09-17 12:54:20,109,17
Roban moto lineal frente a Caja Huancayo en barrio San José de Juliaca,,,"Alemania sigue como líder en la Liga de las Naciones tras su victoria y empate de Países Bajos			




			11 octubre, 2024","Alemania sigue como líder en la Liga de las Naciones tras su victoria y empate de Países Bajos			




			11 octubre, 2024",,,,https://punonoticias.pe/robo-moto-lineal-caja-huancayo-san-jose-puno/,2025-09-17 12:54:21,"https://punonoticias.pe/wp-content/uploads/2024/10/alemania-300x201.jpg, https://punonoticias.pe/wp-content/uploads/2024/11/465768280_18469368790053488_6711065373174417287_n-300x200.jpg",Puno Noticias,2025-09-17 12:54:21,121,21
Perú vs. Chile: El Clásico del Pacífico se jugará en el Estadio Nacional el 15 de noviembre,,,"Serenazgo de San Román retira a extranjeros que pernoctaban en área verde de Juliaca			




			5 noviembre, 2024","Serenazgo de San Román retira a extranjeros que pernoctaban en área verde de Juliaca			




			5 noviembre, 2024",,,,https://punonoticias.pe/peru-chile-estadio-nacional-15-noviembre/,2025-09-17 12:54:23,"https://punonoticias.pe/wp-content/uploads/2024/11/migraciones-300x159.jpg, https://punonoticias.pe/wp-content/uploads/2024/10/464389347_1060217822565943_8832570889195979962_n-300x226.jpg",Puno Noticias,2025-09-17 12:54:23,112,17
Deportes - Puno Noticias,,,"Alianza Lima anuncia la salida de Gonzalo Aguirre a días del final del Torneo Apertura 2025			




			8 julio, 2025","Alianza Lima anuncia la salida de Gonzalo Aguirre a días del final del Torneo Apertura 2025			




			8 julio, 2025",,,,https://punonoticias.pe/deportes/,2025-09-17 12:54:25,"https://punonoticias.pe/wp-content/uploads/2025/07/Alianza-Lima.jpeg, https://punonoticias.pe/wp-content/uploads/2024/11/462743655_1092953788859945_119915264087360954_n-768x512.jpg",Puno Noticias,2025-09-17 12:54:25,115,19
Municipalidad de Puno avanza en la organización de la Feria Internacional del Libro para noviembre,,,"Ministra de Cultura le responde al alcalde de Puno por no invitar a Presidenta Dina Boluarte a La Candelaria			




			26 enero, 2024","Ministra de Cultura le responde al alcalde de Puno por no invitar a Presidenta Dina Boluarte a La Candelaria			




			26 enero, 2024",,,,https://punonoticias.pe/feria-internacional-libro-puno-noviembre-2024/,2025-09-17 12:54:27,"https://punonoticias.pe/wp-content/uploads/2024/01/IMG-20240124-WA0108-300x200.jpg, https://punonoticias.pe/wp-content/uploads/2024/11/465662378_1069386184982440_1215384683518247305_n-300x225.jpg",Puno Noticias,2025-09-17 12:54:27,133,22
Alianza Lima y Universitario podrían tener partidos en señal abierta la próxima temporada,,,"Ministro del Interior se pronuncia sobre paro nacional de transportistas y advierte contra actos violentos			




			11 octubre, 2024","Ministro del Interior se pronuncia sobre paro nacional de transportistas y advierte contra actos violentos			




			11 octubre, 2024",,,,https://punonoticias.pe/alianza-universitario-partidos-senal-abierta/,2025-09-17 12:54:28,"https://punonoticias.pe/wp-content/uploads/2024/10/mininter-300x201.jpg, https://punonoticias.pe/wp-content/uploads/2024/10/evo-300x201.jpg",Puno Noticias,2025-09-17 12:54:28,133,18
