titulo,fecha,hora,resumen,contenido,categoria,autor,tags,url,fecha_extraccion,imagenes,fuente,created_at,caracteres_contenido,palabras_contenido
Inicio del Juicio Oral del Caso Cócteles: Keiko Fujimori Enfrenta Acusaciones,,,"Impresionante escenificación de la salida de Manco Cápac y Mama Ocllo en Puno			




			5 noviembre, 2024","Impresionante escenificación de la salida de Manco Cápac y Mama Ocllo en Puno			




			5 noviembre, 2024",,,,https://punonoticias.pe/inicio-juicio-oral-caso-cocteles-keiko-fujimori/,2025-09-17 00:23:29,"https://punonoticias.pe/wp-content/uploads/2024/11/Escenificacion-Puno-300x161.jpg, https://punonoticias.pe/wp-content/uploads/2024/01/corina-machado-300x166.jpg",Puno Noticias,2025-09-17 00:23:29,105,16
Rafael Nadal anuncia su retiro del tenis profesional a los 38 años: “Mil gracias a todos”,,,"Inicio del Juicio Oral del Caso Cócteles: Keiko Fujimori Enfrenta Acusaciones			




			26 enero, 2024","Inicio del Juicio Oral del Caso Cócteles: Keiko Fujimori Enfrenta Acusaciones			




			26 enero, 2024",,,,https://punonoticias.pe/rafael-nadal-retiro-tenis/,2025-09-17 00:23:31,"https://punonoticias.pe/wp-content/uploads/2024/01/keiko-fujimori-300x194.jpg, https://punonoticias.pe/wp-content/uploads/2024/11/Encuentran-camioneta-que-fue-reportada-como-robada-en-Puno-300x171.jpg",Puno Noticias,2025-09-17 00:23:31,102,14
Irán prohíbe bíperes y walkie-talkies en vuelos tras las explosiones en Líbano,,,"Impresionante escenificación de la salida de Manco Cápac y Mama Ocllo en Puno			




			5 noviembre, 2024","Impresionante escenificación de la salida de Manco Cápac y Mama Ocllo en Puno			




			5 noviembre, 2024",,,,https://punonoticias.pe/iran-prohibe-biperes-y-walkie-talkies/,2025-09-17 00:23:32,"https://punonoticias.pe/wp-content/uploads/2024/11/Escenificacion-Puno-300x161.jpg, https://punonoticias.pe/wp-content/uploads/2024/10/462743790_1050946210159771_8065425647590098445_n-300x175.jpg",Puno Noticias,2025-09-17 00:23:32,105,16
Portada - Puno Noticias,,,"Puno



				Suspenden atención en diversas áreas del Hospital Carlos Monge Medrano debido a la falta de agua potable			




			8 julio, 2025","Puno



				Suspenden atención en diversas áreas del Hospital Carlos Monge Medrano debido a la falta de agua potable			




			8 julio, 2025",,,,https://punonoticias.pe/page/9/,2025-09-17 00:23:34,"https://punonoticias.pe/wp-content/uploads/2025/07/518182513_1249119103675813_5791256136853123699_n-768x430.jpg, https://punonoticias.pe/wp-content/uploads/2025/07/Hospital-Carlos-Monge-Medrano-Juliaca-768x435.jpg",Puno Noticias,2025-09-17 00:23:34,140,21
Dos muertes maternas en partos domiciliarios en Puno esta semana generan alerta en la región,,,"Perú vs. Chile: El Clásico del Pacífico se jugará en el Estadio Nacional el 15 de noviembre			




			5 noviembre, 2024","Perú vs. Chile: El Clásico del Pacífico se jugará en el Estadio Nacional el 15 de noviembre			




			5 noviembre, 2024",,,,https://punonoticias.pe/muertes-maternas-partos-domiciliarios-puno/,2025-09-17 00:23:36,"https://punonoticias.pe/wp-content/uploads/2024/11/462743655_1092953788859945_119915264087360954_n-300x200.jpg, https://punonoticias.pe/wp-content/uploads/2022/02/jess-harper-sunday-bLkj9eNhW90-unsplash-300x200.jpg",Puno Noticias,2025-09-17 00:23:36,119,20
S/ 759 millones costará el Hospital Carlos Monge Medrano de Juliaca,,,"Allegados del alcalde de Caracoto agreden a periodistas para evitar declaraciones sobre conflicto de terrenos			




			23 octubre, 2024","Allegados del alcalde de Caracoto agreden a periodistas para evitar declaraciones sobre conflicto de terrenos			




			23 octubre, 2024",,,,https://punonoticias.pe/hospital-carlos-monge-medrano-juliaca/,2025-09-17 00:23:37,"https://punonoticias.pe/wp-content/uploads/2024/10/464306727_1060208102566915_356696237239834355_n-300x169.jpg, https://punonoticias.pe/wp-content/uploads/2024/11/Encuentran-camioneta-que-fue-reportada-como-robada-en-Puno-300x171.jpg",Puno Noticias,2025-09-17 00:23:37,136,18
Tribunal Supremo de Venezuela Inhabilita Candidatura de Opositora a Maduro,,,"Madre de familia pide ayuda urgente para enfrentar extraña enfermedad			




			23 octubre, 2024","Madre de familia pide ayuda urgente para enfrentar extraña enfermedad			




			23 octubre, 2024",,,,https://punonoticias.pe/tribunal-supremo-venezuela-inhabilita-maria-corina-machado/,2025-09-17 00:23:39,"https://punonoticias.pe/wp-content/uploads/2024/10/464328238_1060217585899300_864334323803023676_n-300x226.jpg, https://punonoticias.pe/wp-content/uploads/2022/02/fiona-murray-KE95wIwKp4Y-unsplash-300x200.jpg",Puno Noticias,2025-09-17 00:23:39,96,13
Roban moto lineal frente a Caja Huancayo en barrio San José de Juliaca,,,"Allegados del alcalde de Caracoto agreden a periodistas para evitar declaraciones sobre conflicto de terrenos			




			23 octubre, 2024","Allegados del alcalde de Caracoto agreden a periodistas para evitar declaraciones sobre conflicto de terrenos			




			23 octubre, 2024",,,,https://punonoticias.pe/robo-moto-lineal-caja-huancayo-san-jose-puno/,2025-09-17 00:23:41,"https://punonoticias.pe/wp-content/uploads/2024/10/464306727_1060208102566915_356696237239834355_n-300x169.jpg, https://punonoticias.pe/wp-content/uploads/2024/06/448068807_971657711421955_3571629625454854637_n-300x169.jpg",Puno Noticias,2025-09-17 00:23:41,136,18
Portada - Puno Noticias,,,"Puno



				Suspenden atención en diversas áreas del Hospital Carlos Monge Medrano debido a la falta de agua potable			




			8 julio, 2025","Puno



				Suspenden atención en diversas áreas del Hospital Carlos Monge Medrano debido a la falta de agua potable			




			8 julio, 2025",,,,https://punonoticias.pe/page/7/,2025-09-17 00:23:42,"https://punonoticias.pe/wp-content/uploads/2025/07/518182513_1249119103675813_5791256136853123699_n-768x430.jpg, https://punonoticias.pe/wp-content/uploads/2025/07/Hospital-Carlos-Monge-Medrano-Juliaca-768x435.jpg",Puno Noticias,2025-09-17 00:23:42,140,21
Evo Morales es citado a declarar por presunto caso de “trata de menores” y “estupro”,,,"Campaña de atención integral de salud infantil en San Román			




			5 noviembre, 2024","Campaña de atención integral de salud infantil en San Román			




			5 noviembre, 2024",,,,https://punonoticias.pe/evo-morales-trata-menores-declaracion/,2025-09-17 00:23:44,"https://punonoticias.pe/wp-content/uploads/2024/11/465579622_1069381098316282_4449798550427919555_n-300x226.jpg, https://punonoticias.pe/wp-content/uploads/2024/11/465768280_18469368790053488_6711065373174417287_n-300x200.jpg",Puno Noticias,2025-09-17 00:23:44,87,13
Suspenden atención en diversas áreas del Hospital Carlos Monge Medrano debido a la falta de agua potable,,,"Directiva ralentiza ejecución presupuestal en el Gobierno Regional de Puno			




			5 noviembre, 2024","Directiva ralentiza ejecución presupuestal en el Gobierno Regional de Puno			




			5 noviembre, 2024",,,,https://punonoticias.pe/suspenden-atencion-hospital-carlos-monge-juliaca/,2025-09-17 00:23:46,"https://punonoticias.pe/wp-content/uploads/2024/11/465763452_1069383304982728_1119216241365345330_n-300x177.jpg, https://punonoticias.pe/wp-content/uploads/2024/10/gustavo-petro-300x200.jpg",Puno Noticias,2025-09-17 00:23:46,102,13
Directiva ralentiza ejecución presupuestal en el Gobierno Regional de Puno,,,"Declaran tres días no laborables en noviembre 2024 en Perú: conoce cuándo será, qué se celebra y cuánto te pagarán			




			11 octubre, 2024","Declaran tres días no laborables en noviembre 2024 en Perú: conoce cuándo será, qué se celebra y cuánto te pagarán			




			11 octubre, 2024",,,,https://punonoticias.pe/normativa-ralentiza-ejecucion-presupuestal-gore-puno/,2025-09-17 00:23:48,"https://punonoticias.pe/wp-content/uploads/2024/10/feriados-300x169.jpg, https://punonoticias.pe/wp-content/uploads/2024/10/464495619_1060248745896184_7536508636299143161_n-1-300x171.jpg",Puno Noticias,2025-09-17 00:23:48,141,23
Juliaca: Delincuentes roban vehículo en la Subida de Apacheta,,,"Hallan feto en servicios higiénicos del terminal zonal Las Mercedes en Juliaca			




			12 mayo, 2025","Hallan feto en servicios higiénicos del terminal zonal Las Mercedes en Juliaca			




			12 mayo, 2025",,,,https://punonoticias.pe/delincuentes-roban-vehiculo-juliaca/,2025-09-17 00:23:49,"https://punonoticias.pe/wp-content/uploads/2025/05/Terminal-de-Juliaca-300x200.jpg, https://punonoticias.pe/wp-content/uploads/2022/02/eric-fung-Z0GZrpwcc5Y-unsplash-1-300x200.jpg",Puno Noticias,2025-09-17 00:23:49,102,15
Portada - Puno Noticias,,,"Puno



				Suspenden atención en diversas áreas del Hospital Carlos Monge Medrano debido a la falta de agua potable			




			8 julio, 2025","Puno



				Suspenden atención en diversas áreas del Hospital Carlos Monge Medrano debido a la falta de agua potable			




			8 julio, 2025",,,,https://punonoticias.pe/page/5/,2025-09-17 00:23:51,"https://punonoticias.pe/wp-content/uploads/2025/07/518182513_1249119103675813_5791256136853123699_n-768x430.jpg, https://punonoticias.pe/wp-content/uploads/2025/07/Hospital-Carlos-Monge-Medrano-Juliaca-768x435.jpg",Puno Noticias,2025-09-17 00:23:51,140,21
Portada - Puno Noticias,,,"Puno



				Suspenden atención en diversas áreas del Hospital Carlos Monge Medrano debido a la falta de agua potable			




			8 julio, 2025","Puno



				Suspenden atención en diversas áreas del Hospital Carlos Monge Medrano debido a la falta de agua potable			




			8 julio, 2025",,,,https://punonoticias.pe/page/3/,2025-09-17 00:23:53,"https://punonoticias.pe/wp-content/uploads/2025/07/518182513_1249119103675813_5791256136853123699_n-768x430.jpg, https://punonoticias.pe/wp-content/uploads/2025/07/Hospital-Carlos-Monge-Medrano-Juliaca-768x435.jpg",Puno Noticias,2025-09-17 00:23:53,140,21
Portada - Puno Noticias,,,"Puno



				Suspenden atención en diversas áreas del Hospital Carlos Monge Medrano debido a la falta de agua potable			




			8 julio, 2025","Puno



				Suspenden atención en diversas áreas del Hospital Carlos Monge Medrano debido a la falta de agua potable			




			8 julio, 2025",,,,https://punonoticias.pe/page/8/,2025-09-17 00:23:55,"https://punonoticias.pe/wp-content/uploads/2025/07/518182513_1249119103675813_5791256136853123699_n-768x430.jpg, https://punonoticias.pe/wp-content/uploads/2025/07/Hospital-Carlos-Monge-Medrano-Juliaca-768x435.jpg",Puno Noticias,2025-09-17 00:23:55,140,21
Nacional - Puno Noticias,,,"Congreso promulga Nuevo Código Procesal Constitucional con cambios en el Tribunal Constitucional			




			5 noviembre, 2024","Congreso promulga Nuevo Código Procesal Constitucional con cambios en el Tribunal Constitucional			




			5 noviembre, 2024",,,,https://punonoticias.pe/nacional/,2025-09-17 00:23:57,"https://punonoticias.pe/wp-content/uploads/2024/11/460137676_991848819648871_6225203245522019468_n-1024x682.jpg, https://punonoticias.pe/wp-content/uploads/2024/11/465768280_18469368790053488_6711065373174417287_n-768x512.jpg",Puno Noticias,2025-09-17 00:23:57,124,15
Maduro pide a los “milicianos” indígenas estar “bien armados” para defender “la paz”,,,"Juliaca: Una ciudad que crece sin planificación y sin rumbo			




			23 octubre, 2024","Juliaca: Una ciudad que crece sin planificación y sin rumbo			




			23 octubre, 2024",,,,https://punonoticias.pe/maduro-milicianos-indigenas-armados/,2025-09-17 00:23:58,"https://punonoticias.pe/wp-content/uploads/2024/10/464338649_1060235352564190_7644131176354280642_n-300x300.jpg, https://punonoticias.pe/wp-content/uploads/2024/08/457324312_833708262247518_3010605463689563895_n-300x200.jpg",Puno Noticias,2025-09-17 00:23:58,86,13
Portada - Puno Noticias,,,"Puno



				Suspenden atención en diversas áreas del Hospital Carlos Monge Medrano debido a la falta de agua potable			




			8 julio, 2025","Puno



				Suspenden atención en diversas áreas del Hospital Carlos Monge Medrano debido a la falta de agua potable			




			8 julio, 2025",,,,https://punonoticias.pe/page/6/,2025-09-17 00:24:00,"https://punonoticias.pe/wp-content/uploads/2025/07/518182513_1249119103675813_5791256136853123699_n-768x430.jpg, https://punonoticias.pe/wp-content/uploads/2025/07/Hospital-Carlos-Monge-Medrano-Juliaca-768x435.jpg",Puno Noticias,2025-09-17 00:24:00,140,21
Bolivia refuerza control militar en Desaguadero para combatir el contrabando de alimentos,,,"Campaña de sensibilización ambiental en Puno busca proteger la Bahía y el Lago Titicaca en escuelas			




			28 agosto, 2024","Campaña de sensibilización ambiental en Puno busca proteger la Bahía y el Lago Titicaca en escuelas			




			28 agosto, 2024",,,,https://punonoticias.pe/bolivia-refuerza-control-militar-en-desaguadero-para-combatir-contrabando/,2025-09-17 00:24:02,"https://punonoticias.pe/wp-content/uploads/2024/08/457386099_834061258878885_2313299313431298920_n-300x200.jpg, https://punonoticias.pe/wp-content/uploads/2024/10/464391539_1060244472563278_3258311975674989060_n-300x225.jpg",Puno Noticias,2025-09-17 00:24:02,125,19
Internacional - Puno Noticias,,,"Trump lidera con 99 votos electorales frente a 27 de Harris en las elecciones de EE.UU., según proyecciones			




			5 noviembre, 2024","Trump lidera con 99 votos electorales frente a 27 de Harris en las elecciones de EE.UU., según proyecciones			




			5 noviembre, 2024",,,,https://punonoticias.pe/internacional/,2025-09-17 00:24:04,"https://punonoticias.pe/wp-content/uploads/2024/11/464720996_9041186569279273_7987910443585981300_n.jpg, https://punonoticias.pe/wp-content/uploads/2024/10/evo.jpg",Puno Noticias,2025-09-17 00:24:04,135,21
Lo Último - Puno Noticias,,,"Suspenden atención en diversas áreas del Hospital Carlos Monge Medrano debido a la falta de agua potable			



			8 julio, 2025		


			Leer más","Suspenden atención en diversas áreas del Hospital Carlos Monge Medrano debido a la falta de agua potable			



			8 julio, 2025		


			Leer más",,,,https://punonoticias.pe/lo-ultimo/,2025-09-17 00:24:05,"https://punonoticias.pe/wp-content/uploads/2025/07/518182513_1249119103675813_5791256136853123699_n-300x168.jpg, https://punonoticias.pe/wp-content/uploads/2025/07/Alianza-Lima-240x300.jpeg",Puno Noticias,2025-09-17 00:24:05,143,22
Hallan feto en servicios higiénicos del terminal zonal Las Mercedes en Juliaca,,,"Internos del penal de Juliaca elaboran más de 60 mil coronas para la feria “Cárceles Productivas”			




			23 octubre, 2024","Internos del penal de Juliaca elaboran más de 60 mil coronas para la feria “Cárceles Productivas”			




			23 octubre, 2024",,,,https://punonoticias.pe/hallazgo-feto-terminal-las-mercedes-juliaca/,2025-09-17 00:24:07,"https://punonoticias.pe/wp-content/uploads/2024/10/464389347_1060217822565943_8832570889195979962_n-300x226.jpg, https://punonoticias.pe/wp-content/uploads/2024/10/464330478_927407952767196_8520293722278963400_n-300x300.jpg",Puno Noticias,2025-09-17 00:24:07,124,19
Gobernador de Puno solicita estado de emergencia por violencia en La Rinconada y Lunar de Oro,,,"Maduro pide a los “milicianos” indígenas estar “bien armados” para defender “la paz”			




			12 octubre, 2024","Maduro pide a los “milicianos” indígenas estar “bien armados” para defender “la paz”			




			12 octubre, 2024",,,,https://punonoticias.pe/estado-emergencia-violencia-puno/,2025-09-17 00:24:08,"https://punonoticias.pe/wp-content/uploads/2024/10/nicolas-maduro-300x200.jpg, https://punonoticias.pe/wp-content/uploads/2024/11/465662378_1069386184982440_1215384683518247305_n-300x225.jpg",Puno Noticias,2025-09-17 00:24:08,111,16
Favorite fashion bloggers’ Podcasts in 2022,,,"Dos muertes maternas en partos domiciliarios en Puno esta semana generan alerta en la región			




			23 octubre, 2024","Dos muertes maternas en partos domiciliarios en Puno esta semana generan alerta en la región			




			23 octubre, 2024",,,,https://punonoticias.pe/favorite-fashion-bloggers-podcasts-in-2022/,2025-09-17 00:24:10,"https://punonoticias.pe/wp-content/uploads/2024/10/464316832_1060245155896543_5790530970068114772_n-300x168.jpg, https://punonoticias.pe/wp-content/uploads/2022/02/miao-xiang-leFR7Fj3J6I-unsplash-300x200.jpg",Puno Noticias,2025-09-17 00:24:10,119,18
Portada - Puno Noticias,,,"Puno



				Suspenden atención en diversas áreas del Hospital Carlos Monge Medrano debido a la falta de agua potable			




			8 julio, 2025","Puno



				Suspenden atención en diversas áreas del Hospital Carlos Monge Medrano debido a la falta de agua potable			




			8 julio, 2025",,,,https://punonoticias.pe/page/4/,2025-09-17 00:24:12,"https://punonoticias.pe/wp-content/uploads/2025/07/518182513_1249119103675813_5791256136853123699_n-768x430.jpg, https://punonoticias.pe/wp-content/uploads/2025/07/Hospital-Carlos-Monge-Medrano-Juliaca-768x435.jpg",Puno Noticias,2025-09-17 00:24:12,140,21
Muro de adobe aplasta a madre de familia en Huancané mientras vendía carne,,,"Hallan camioneta desmantelada tras ser reportada como robada en Puno			




			5 noviembre, 2024","Hallan camioneta desmantelada tras ser reportada como robada en Puno			




			5 noviembre, 2024",,,,https://punonoticias.pe/muro-aplasta-madre-familia-huancane/,2025-09-17 00:24:14,"https://punonoticias.pe/wp-content/uploads/2024/11/Encuentran-camioneta-que-fue-reportada-como-robada-en-Puno-300x171.jpg, https://punonoticias.pe/wp-content/uploads/2024/11/465768280_18469368790053488_6711065373174417287_n-300x200.jpg",Puno Noticias,2025-09-17 00:24:14,96,13
How to choose jewelry to match your hairstyle,,,"Caso Interoceánica Sur: Fiscal José Domingo Pérez estima que sentencia contra Alejandro Toledo se conocerá en dos semanas			




			11 octubre, 2024","Caso Interoceánica Sur: Fiscal José Domingo Pérez estima que sentencia contra Alejandro Toledo se conocerá en dos semanas			




			11 octubre, 2024",,,,https://punonoticias.pe/how-to-choose-jewelry-to-match-your-hairstyle/,2025-09-17 00:24:15,"https://punonoticias.pe/wp-content/uploads/2024/10/toledo-300x189.jpg, https://punonoticias.pe/wp-content/uploads/2024/11/297772607_10159406466707832_5586128764356078388_n-300x183.jpg",Puno Noticias,2025-09-17 00:24:15,148,21
Alemania sigue como líder en la Liga de las Naciones tras su victoria y empate de Países Bajos,,,"Intervienen a pasajero con 6 kilos de cocaína en Cabanillas			




			5 noviembre, 2024","Intervienen a pasajero con 6 kilos de cocaína en Cabanillas			




			5 noviembre, 2024",,,,https://punonoticias.pe/alemania-lider-liga-naciones/,2025-09-17 00:24:17,"https://punonoticias.pe/wp-content/uploads/2024/11/465662378_1069386184982440_1215384683518247305_n-300x225.jpg, https://punonoticias.pe/wp-content/uploads/2024/10/hiroshima-300x198.jpg",Puno Noticias,2025-09-17 00:24:17,87,13
Cambio sorprendente: Coronel Harvey Colchado asume la custodia de un puente en medio de crisis,,,"Maduro pide a los “milicianos” indígenas estar “bien armados” para defender “la paz”			




			12 octubre, 2024","Maduro pide a los “milicianos” indígenas estar “bien armados” para defender “la paz”			




			12 octubre, 2024",,,,https://punonoticias.pe/cambio-asignacion-coronel-harvey-colchado/,2025-09-17 00:24:19,"https://punonoticias.pe/wp-content/uploads/2024/10/nicolas-maduro-300x200.jpg, https://punonoticias.pe/wp-content/uploads/2024/11/Encuentran-camioneta-que-fue-reportada-como-robada-en-Puno-300x171.jpg",Puno Noticias,2025-09-17 00:24:19,111,16
Operativo inopinado en la frontera Perú – Bolivia para prevenir la caza furtiva de vicuñas,,,"know your Worst Enemies: Fake Jewelry sellers			




			10 marzo, 2022","know your Worst Enemies: Fake Jewelry sellers			




			10 marzo, 2022",,,,https://punonoticias.pe/operativo-prevencion-caza-furtiva-vicunas-peru-bolivia/,2025-09-17 00:24:20,"https://punonoticias.pe/wp-content/uploads/2022/02/pexels-ari-roberts-9637587-300x200.jpg, https://punonoticias.pe/wp-content/uploads/2024/11/465763452_1069383304982728_1119216241365345330_n-300x177.jpg",Puno Noticias,2025-09-17 00:24:20,70,10
Candidato al Colegio de Ingenieros de Puno promete fiscalizar gestiones anteriores y mejorar la participación técnica en la región,,,"Masterpiece Collection unveiled in Europe			




			10 marzo, 2022","Masterpiece Collection unveiled in Europe			




			10 marzo, 2022",,,,https://punonoticias.pe/candidato-colegio-ingenieros-puno-fiscalizacion/,2025-09-17 00:24:22,"https://punonoticias.pe/wp-content/uploads/2022/02/luisana-galicia-lR2a23wy3PA-unsplash-300x200.jpg, https://punonoticias.pe/wp-content/uploads/2024/10/alemania-300x201.jpg",Puno Noticias,2025-09-17 00:24:22,66,8
Congreso promulga Nuevo Código Procesal Constitucional con cambios en el Tribunal Constitucional,,,"Siete delincuentes fuertemente armados asaltan vivienda en el sector de la salida a Arequipa			




			8 julio, 2025","Siete delincuentes fuertemente armados asaltan vivienda en el sector de la salida a Arequipa			




			8 julio, 2025",,,,https://punonoticias.pe/nuevo-codigo-procesal-constitucional-peru/,2025-09-17 00:24:24,"https://punonoticias.pe/wp-content/uploads/2025/07/517148797_1249118717009185_9062804291100011760_n-300x168.jpg, https://punonoticias.pe/wp-content/uploads/2024/11/migraciones-300x159.jpg",Puno Noticias,2025-09-17 00:24:24,116,17
Allegados del alcalde de Caracoto agreden a periodistas para evitar declaraciones sobre conflicto de terrenos,,,"Why a Public Figure Shouldn’t Wear Diamonds			




			10 marzo, 2022","Why a Public Figure Shouldn’t Wear Diamonds			




			10 marzo, 2022",,,,https://punonoticias.pe/agresion-prensa-alcalde-caracoto/,2025-09-17 00:24:26,"https://punonoticias.pe/wp-content/uploads/2022/02/fiona-murray-KE95wIwKp4Y-unsplash-300x200.jpg, https://punonoticias.pe/wp-content/uploads/2024/11/465713858_1069387024982356_1263863631776830126_n-1-300x183.jpg",Puno Noticias,2025-09-17 00:24:26,68,10
